codigo_ot,equipo,clavero,actuacion,fecha_creacion,descripcion_ot,descripcion_averia,descripcion_reparacion,comentarios
2211942,7066-CO_906-M2,FRE0113,"""""",2/6/2012 12:44,UT 906 M2 FALLO EPAC,FALLO EPAC,CAMBIO EPAC,"3-2-12 TITO, JUAN Mª Y ENRIQUE#CAMBIO DE EPAC#EPAC AVERIADO - Nº SERIE 018#EPAC COLOCADO - Nº SERIE 019"
2714719,7066-CO_908-M2,FRE01,"""""",4/5/2013 12:28,UT 908 M2 CAMBIO DE PANEL FRENO ESTACIONAMIENTO POR MODIFICACION,CAMBIO DE PANEL FRENO ESTACIONAMIENTO POR MODIFICACION,CAMBIO DE PANELES AUXILIARES,02.04.2013 LAURE - JAVI - ANDONI - MIKEL - JON#CAMBIO DE PANEL FRENO ESTACIONAMIENTO POR MODIFICACION##CAMBIO DE PANELES AUXILIARES#M2#CODIGO NUEVO MA12 003#CODIGO VIEJO JL10 001#M1#CODIGO NUEVO 002#CODIGO VIEJO 001
7395634,7066-CO_923-M1,FRE0708,T62,12/7/2020 7:37,UT 923 M1 BOG 2 SIRGA ROTA,SIRGA ROTA,SUTITUCION,""""""
6834907,7066-CO_908-R1,FRE0704,T70,12/2/2019 9:59,ROSMIMAN UT 908 R1 BOGIE BLOQUEADO,COMENTARIOS,COMENTARIOS,"03/12/2019     JOSERRA###ZAPATAS EJE 3 NO SEPARAN DEL DISCO#SE DESBLOQUEA,ABRE,PRUEBAS#SE CAMBIAN ZAPATAS#OK"
6814260,7066-CO_909-M2,FRE0103,T70,11/20/2019 19:17,UT909 M2 VALVULA FRENO ESTACIONAMIENTO EN FUGA,FUGA,"CAMBIO JUNTAS, OK",""""""
5013624,7066-CO_924-R2,FRE0104,"""""",11/18/2016 8:06,UT 924 R2 PRESOSTATO SUSPENSION NO SE PUEDE REGULAR,NO ES POSIBLE REGULAR EL PRESOSTATO,SE CAMBIA,"17/11/2016 &nbsp,MIKEL Z.#N/S AVERIADO &nbsp,006#N/S COLOCADO &nbsp,029"
7977629,7097-UT_959,FRE09,T79,12/2/2021 12:08,ROSMIMAN UT 959 FALLO COMUNICACIONES EPAC-TCU,NO SE REPRODUCE INCIDENCIA.FALLO PUNTUAL,FUNCIONAMIENTO OK,""""""
7805485,7066-CO_924-M2,FRE1106,T16,8/27/2021 12:40,UT 924 M2 BOG 7 VARILLA NIVELACION Y PALANCA DCHA. GOLPEADAS,VARILLA Y PALANCA GOLPEADAS,SE ENDEREZA PALANCA Y SE CAMBIA VARILLA,""""""
5741121,7066-CO_902-R1,FRE0708,T71,1/26/2018 14:08,UT 902 R1 BOG 2 FALLA SIRGA ESTACIONAMIENTO,SIRGA MAL,SUSTITUCION,""""""
9469478,7097-CO_964-M2,FRE09,T42,5/13/2024 8:24,"ROSMIMAN M2-OT_AL3022 ""FALLO EPAC|EPAC AKATSA""","SIN AVERIA, FALLO DEL 11/5 POR MAL ARRANQUE",SE COMPRUEBA Y FUNCIONA OK,"<html><body>AV<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ci0&ut=964&startDT=2024-05-11T04:03:20.000Z&endDT=2024-05-11T04:13:20.000Z&templateId=477"" target=""_blank"">Link E&D</a></body></html>#					<html>13/05/2024 EDER<div><br></div><div>SE MIRA EN LEADMIND Y POSIBLE ARRANQUE DE EPAC N OCORRECTO, PERO SOLO FALLA ESE DIA. SE PRUEBA Y FUNCIONA OK</div></html>"
4516852,7066-UT_915,FRE01,"""""",2/15/2016 9:42,UT 915  M1-R1 COLOCAR PANELES DE FRENO MODIFICADOS,PANELES SIN MODIFICAR,SE COLOCAN  MODIFICADOS,12 02 2016  C. LUNA - RECUERDA#EL PANEL COLOCADO EN M1 SE CAMBIA EL PIN 9 POR EL 10 ESTAN ALREVES#NS  R1 COLOCADO  MA11/001/1365724A#NS R1 QUITADO  AB10/002/1365726#NS  M1 COLOCADO  JN12/001/1365715A#NS  M1 QUITADO  D10/002/1365715
9302210,7066-CO_912-M2,FRE0101,T70,2/7/2024 6:14,M2-OT_US3225A_EQ1 Retardo en la aplicación Freno Estacionamiento_EQ1,VALVULA FE SUCIA,LIMPIAR Y ENGRASAR,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=912&startDT=2024-02-05T04:47:00.000Z&endDT=2024-02-05T06:47:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
9960850,7066-CO_907-R2,FRE04,T70,1/25/2025 6:44,R2_EQ1-OT_US3203_EQ1 | Fuga antirretorno circuito freno TDP/TA_EQ1,FUGA EN ANTIRRETORNO,SE SUELTA Y SE LIMPIA ANTIRRETORNO,"<html><body>Revisar antiretorno freno tdp<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=907&startDT=2025-01-24T06:17:25.000Z&endDT=2025-01-24T06:19:25.000Z&templateId=176"" target=""_blank"">Link E&D</a></body></html>"
10019163,7097-CO_967-M1,FRE0104,T70,2/25/2025 7:45,UT967 M1 US3225A RETARDO/NO APLICACION FRENO ESTACIONAMIENTO,COMENTARIOS,"DESMONTA, LIMPIA Y COLOCAN JUNTAS NUEVAS, OK","<html>03/03/2025<br><br>PUNTUALMENTE EPAC M1 NO APLICA FRENO ESTACIONAMIENTO O TARDA MAS DE LO NORMAL, CAMBIAR JUNTAS TORICAS DE VALVULA BAJO EPAC (CE12110100M05)</html>"
3293563,7066-CO_919-M1,FRE0113,"""""",5/26/2014 8:54,ut919_AVERÍA EPAC DE M1,FALLO DE EPAC,CAMBIAR EPAC,"ut 919_M1 NO LLEGA ALIMENRTACIÓN A ALGUNAS PUERTAS DE M1-R1##-SE OBSERVA QUE LA EPAC DE M1 ESTÁ DANDO ERRTOR DE ""START UP EPAC"" Y NO DEJA COMUNICARSE A LA MISMA.#-SE CAMBIA EPAC POR UNO DE PARQUE Y AHORA DA FALLO DE ""BUS ECHELON"".#-SE PRUEBA CON OTRO EPAC QUE HA ESTADO FUNCIONANDO CORRECTAMENTE Y SE RESUELVE LA INCIDENCIA.#-SE COLOCA OTRO EPAC TRAIDO DE RENTERIA##AVERIADO          59#INSTALADO        31#:"
9107073,7288-UT_941,FRE09,T79,10/20/2023 11:11,UT941 R2 M2 AL3021/22 FALLO EPACS PUNTUALES TENER EN CUENTA,COMENTARIOS,COMENTARIOS,"<html>20/10/2023 ANGEL<div><br></div><div>FALLOS PUNTUALES DE EPACS R2-M2 EL 17,18/10. PARA TENER EN CUENTA CUANDO EMPIECE A ANDAR SI SE DAN MÁS A MENUDO.</div></html>"
6386257,7097-CO_969-M2,FRE12,T70,2/25/2019 20:36,ROSMIMAN UT 969 M2 BOG 1 FUGA EN FRENO DE SERVICIO,MANGUERA DE CILINDRO DE FRENO SUELTA,SE COLOCA MANGUERA Y OK,""""""
9336871,7066-CO_914-M2,FRE0101,T79,2/27/2024 9:03,UT914 M2 FALLO ANTIRETORNO TA,SE COMPRUEBA FUNCIONALIDAD ANTIRETORNO,INEXISTENTE,""""""
6636231,7066-CO_928-M1,FRE1103,T71,8/1/2019 10:26,UT 928 M1 FUGA CONTINUA DE VALVULA NIVELACION,VER COMENTARIOS,SE CAMBIA VALVULA NIVELACION,"01 08 2019  LAURE###ESTE CAMBIO DE VALVULA VIENE DE LA OT 6567407#SE CREA ESTA OT PARA HACER REPI#					06 08 2019 ANDONI###NO PASAR A REVISADO POR ADMINISTRACION HASTA REALIZAR REPI QUE CUELGA"
8725681,7066-CO_907-M1,FRE0104,T70,3/12/2023 6:37,M1-Fuga antirretorno circuito freno TDP/TA_EQ1,ANTIRRETORNO MAL,SE REPARA,Revisar antiretorno freno tdp
7090948,7066-CO_916-M2,FRE1103,T16,5/14/2020 12:45,UT 916 M2 BOG 8 IZQ SE ENCUENTRA PALANCA COLGANDO VALVULA NIVELACION,COLGANDO,SE FIJA Y COMPRUEBA,""""""
9530352,7288-UT_942,FRE0707,T70,6/14/2024 17:31,UT 942 M1 R1 FRENO ESTACIONAMIENTO NO SUENA AL DESBLOQUEAR MANUALMENTE,NO HACE EL RECORRIDO COMPLETO EL TORNILLO INTERIOR DE F. ESTACION,SE AJUSTA RECORRIDO,""""""
8105175,7066-CO_913-M1,FRE09,T71,2/23/2022 9:32,"UT913 M1 M2 AL HACER LAZOS UT NO TRACCIONA, METE FRENO Y RELE NO EXCITA",COMENTARIOS,CAMBIO EPAC M1,"23.02.22	TITO#SE REALIZAN PRUEBAS DE TRACCION, EN VARIAS OCASIONES EL EPAC DE M1 METE FRENO: Tpil NO BAJA A 0#SE CAMBIA EPAC#N.S. MONTADO 44#N.S. RETIRADO 45#					CORREO DE SONIA DEL 28-6-22###comentaros también que con estas epacs salió también la 45M, a la cual se le cambió un híbrido"
2933914,7066-UT_908,FRE04,"""""",9/20/2013 18:40,UT 908 M1 EJE 2 FRENO FALLO SENSOR VELOCIDAD FRENO,m1 eje 2 fallo sensor de velocidad,se cambia sensor antibloqueo y o.k,""""""
9350370,7066-CO_917-R2,FRE0101,T71,3/5/2024 8:25,ROSMIMAN UT 917 R2 FRENO DE SERVICIO SE ACTIVA INTERMITENTEMENTE,COMENTARIOS,CAMBIO EPAC,"<html>05.03.24<span style=""white-space:pre"">	</span>TITO<div>FALLO F.E. DEL EPAC. SE SUTITUYE</div><div>NS MONTADO 057</div><div>NS RETIRADO 063</div></html>"
5551375,7066-CO_918-M1,FRE0103,"""""",10/3/2017 8:27,UT 918 M1 VALVULA FRENO ESTACIONAMIENTO EN FUGA,VALVULA SUCIA,SE LIMPIA Y AJUSTA,""""""
7102197,7066-CO_903-M2,FRE0704,T70,5/25/2020 8:09,UT 903 M2 ZAPATAS MUCHO RUIDO,ACERCAMIENTO MAL REALIZADO,SE REALIZA ACERCAMIENTO,""""""
8908688,7066-CO_922-M2,FRE0708,T62,6/26/2023 12:41,UT 922 M2 SIRGA FRENO ESTACIONAMIENTO ROTA,SIRGA ROTA,SUSTITUCION,""""""
9007830,7066-CO_911-R2,FRE0704,T70,8/25/2023 10:23,UT 911 R2 BOG 6 TIMONERIA AGARROTADA,AGARROTADA,SE LIBERA Y ENGRASA,""""""
7262668,7066-CO_921-M2,FRE09,T71,9/15/2020 7:40,ROSMIMAN UT 921 M2 RELE NO SE EXCITA. FALLO RP R2,EPAC R2 EN FALLO,SUSTITUCION,"15 09 2020 SARDON , ALBERTO ###SE SUSTITUYE EPAC R2 #N/S RETIRADO      55#N/S COLOCADO    44#					SE LE HACE DEVOLUCION POR ORDEN DE JN#					29/09/20 OMAR###MONTAR EPAC CON RP RECUPERADO#					30-9-20###SAUL###SE COLOCA EPAC N/S 55 CON RP RECUPERADO.###QUITADO  044#MONTADO  055##JUSTO EPAC 055 ES UNO QUE SE REPARO EN FAIVLEEY ITALIA Y LE HICIERON EL OVERHAUL, NO ES DE COFEMA##SE PRUEBA Y OK. VERIFICAR EN 2-3 SEMANAS SI HAY FALLOS DE 30K01"
2628940,7066-CO_909-M2,FRE02,"""""",1/29/2013 10:42,UT 909 M2 FUGA EN VALVULA ESTACIONAMIENTO,FUGA EN VALVULA,LIMPIAR VALVULA,25-1-13 MIEKL Y ALBERTO#FUGA EN VALVULA ESTACIONAIENTO#SE LIPMIA VALVULA Y SE COMPRUEBA QUE NO FUGA. OK
7130196,7066-CO_919-M1,FRE1103,T16,6/12/2020 19:27,UT919 R1 BOG4 MANILLA VALVULA NIVELACION GOLPEADA,GOLPE EN BARRA DE VARILLA,ENDEREZAR Y AJUSTAR PRESIONES CON VARILLA,""""""
3012438,7066-CO_905-R1,FRE01,"""""",11/20/2013 13:25,UT 905 R1 FALO EPAC,FALLO EPAC,CAMBIAR EPAC,"19.11.2013 MIKEL - PATXI#FALLO EPAC##CAMBIAR EPAC#ACTUALIZAR VERSION 1.15#BAJARREGISTROS EPAC#					SE CAMBIA EPAC POR PRESENTAR SUCESIVAS AVERIAS DE WSP ESPORADICAMENTE"
7531830,7066-CO_906-R1,FRE0101,T71,3/2/2021 10:53,UT906 R1 FUGA ANTIRETORNO CIRCUITO DE FRENO,VERIFICAR ESTADO DE ANTIRETORNO,SE CAMBIA,OT VA CON REPI
9912448,7097-CO_953-R1,FRE0104,T70,12/31/2024 7:50,UT953 R1 US3225A RETARDO/NO APLICACION FRENO ESTACIONAMIENTO,COMENTARIOS,COMENTARIOS,"<html><div style=""""><font face=""helvetica, arial, verdana, sans-serif""><span style=""font-size: 13px,"">09/01/2025</span></font></div><div style=""""><font face=""helvetica, arial, verdana, sans-serif""><span style=""font-size: 13px,""><br></span></font></div><div style=""""><font face=""helvetica, arial, verdana, sans-serif""><span style=""font-size: 13px,"">DESDE EL 23/12 PUNTUALMENTE EPAC R1 NO APLICA FRENO ESTACIONAMIENTO O TARDA MAS DE LO NORMAL, REVISAR JUNTAS TORICAS DE VALVULA BAJO EPAC (CE12110100M05)</span></font></div></html>#					<html>9-1-25<div>IMANOL O</div><div><br></div><div>SE CAMBIAN JUNTAS CORREDERA Y OK</div></html>"
2425675,7066-CO_903-M1,FRE0113,"""""",7/17/2012 8:53,UT 903 M1 ERROR START EN EPAC,FALLO EPAC,COMPROBAR EPAC,"12-7-12 TITO#EPAC EN FALLO#SE SALE A VIA PORQUE LA UNIDAD SE HA QUEDADO TIRADO EN HERRERA POR FALLO DE EPAC 1#EPAC MAL ERROR START EPAC#RESETEO DE UNIDAD Y SIGUE EL FALLO#EL EPAC NO DA SEÑALES DE VIDA EN COSMOS EN VARIABLES#CONDENO LAS PUERTAS QUE EL EPAC NO PERMITE ABRIR POR NO COMUNICARLE QUE NO HAY VELOCIDAD#PIDO QUE LA LLEVEN AL TALLER##TITO Y JAVI#EPAC CON FALLO, ELECTRONICA ESTROPEADA#CAMIBAR EPAC, QUEDA OK"
8109856,7066-CO_914-M2,FRE0103,T70,2/25/2022 8:49,ROSMIMAN UT914 M2 AL METER FRENO ESTACIONAMIENTO QUEDA EN VERDE,OBSTRUIDO,LIMPIARA Y PROBAR,""""""
8942554,7066-CO_926-M1,FRE0708,T62,7/14/2023 10:16,UT 926 M1 BOG 1 SIRGA ESTACIONAMIENTO NO DESBLOQUEA,NO DESBLOQUEA,SE CAMBIA Y REGULA,""""""
9177003,7066-CO_928-R2,FRE0104,T70,11/29/2023 6:39,UT928 R2-OT_US3225A_EQ1 Retardo en la aplicación Freno Estacionamiento_EQ1,FALLO DE VALVULA,SE CAMBIAN JUNTAS DE LA CORREDERA,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=928&startDT=2023-11-27T11:27:00.000Z&endDT=2023-11-27T13:27:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
8256673,7066-CO_902-M1,FRE09,T79,5/24/2022 8:59,M1-FALLO CANAL MVB|MVB KANALEKO AKATSA,COMENTARIOS,COMENTARIOS,"FALLO CANAL MVB|MVB KANALEKO AKATSA#					12-7-22#IBAI###NO HAY FALLOS#SE ANALIZAN REGISTROS PARA VER SI HAY FALLOS DE MVB POR POSIBLE AGUA EN CCU#NO HAY NINGUN FALLO#SE MIRA TAMBIEN SI SE HA FILTRADO AGUA EN CABINA, OK"
6774409,7066-UT_926,FRE0101,T79,10/28/2019 10:52,"UT 926 R1 EPACs LECTURA INCORRECTA TB1,TB2,TB3-verificar",COMENTARIOS,SUSTITUIDA EN OTRA OT,"28 10 2019 SARDON ,ANDONI###PENDIENTE NO HAY EPACs EN TALLER #					EL 13/12/19 SE SUSTITUYEN LOS 4 EPACS POR OVERHAULT. SE COMPLETA"
9233613,7066-CO_907-M1,FRE0101,T70,12/30/2023 6:10,M1-OT_US3221_EQ1 Fuga en TA_EQ1,"FUGA TA AL APLICAR FRENO CON UT EN MARCHA, VACIANDO TDP","LIMPIEZA EV APRIETE, AFLOJE Y AISLAMIENTO Y VALVULA RELE PRUEBAS","<html><body>Fuga de EPAC durante la  frenada<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=907&startDT=2023-12-29T06:57:22.000Z&endDT=2023-12-29T08:57:22.000Z&templateId=269"" target=""_blank"">Link E&D</a></body></html>"
8644122,7066-UT_928,FRE0101,T70,1/25/2023 9:56,UT928 M2 R2 R2 EPAC TIENE RETARDO EN FRENO ESTACIONAMIENTO,VALVULAS SUCIAS,LIMPIAR Y PROBAR,""""""
9750484,7066-CO_928-M2,FRE12,T62,10/9/2024 11:02,UT 928 M2 BOG 7 MANGUERA CAJA-BOGIE FRENO SERVICIO PICADA,MANGUERA EN MAL ESTADO,SE CAMBIA,null
7891048,7066-CO_917-M1,FRE010113,T71,10/19/2021 9:44,CBM 917 EPAC M1 CAIDA PRESION TA+PB,VER COMENTARIOS,SUSTITUCION,20 10 2021 LAURE ###SE SUSTITUYE ANTIRRETORNO #Y SE REPARA UNA PEQUEÑITA FUGA EN UN PRISIONERO LATERAL DEL EPAC M1
7471215,7066-CO_917-M1,FRE09,T79,1/26/2021 13:18,COFEMA UT917 M1 EPAC FALLA. CON OVERHAUL-LB,RP regulado bajo,REVISADO EN REMOTO. OK,analizado en remoto. RP actúa más que el otro oche. Regulado más bajo. Sin anomalía
5837747,7066-UT_912,FRE010111,T70,3/20/2018 17:54,"UT 912 M1 M2 DISCREPANCIA RELE 30K01, AL 3083 (REGISTROS)",COMENTARIOS,EN CURSO,"20.03.2018 	TITO##FALLOS EN CONTACTO 5-3 DE RELE 30K01 EN CABINA M1 Y M2#SE REVISA CABLEADO.#NO SE REPRODUCE FALLO EN TALLER, POR LO QUE NO SABEMOS EN QUE CABINA SE DA EL FALLO#SE CAMBIA RELE 30K01 DE M1 Y QUEDA PENDIENTE VER EVOLUCION EN PROXIMA ENTRADA TALLER#					03.04.2018	CARLOS##SE REVISAN REGISTROS Y NO APARECE LA AL-3083 DELDE EL DIA 20, QUE ES CUANDO SE HIZO EL INTERCAMBIO DE RELES"
3946315,7066-UT_904,FRE0113,"""""",5/4/2015 13:12,ROSMIMAN UT 904 FALLO LEVE DE FRENO R1 Y R2,FALLO EXPORADICO WSP,MAQUINISTA RESETEA Y OK,"04 05 215 TITO - CARLOS V.#&nbsp,SE BAJAN REGISTROS Y SE VE FALLO WSP , ES &nbsp,RESETEADO POR EL MAQUINISTA LOS EPAC POR ESO LA UT ENTRA SIN AVERIA##"
5347688,7066-UT_928,FRE010107,"""""",5/29/2017 13:26,UT 928 TDP +`FRENO A 0 BARES EN ARRANQUE,ANTIRRETORNO MAL,LIMPIEZA,""""""
3033660,7066-CO_902-R2,FRE01,"""""",12/3/2013 20:01,UT 92 R2 CAMBIO EPAC POR OTRO REPARADO,CAMBIAR EPAC,CAMBIAR EPAC,03.12.2013 JAVI R.#CAMBIAR EPAC DE R2 DE LA UT 902 POR EPAC REPARADO PARA VER SI FALLA##CAMBIAR EPAC Y ACTUALIZARVRSIO#EPAC REPARADO Nº 045 CON VALVULA FREN ESTACIONAMIENTO 712#EPAC QUITADO Nº 034 CON VALVULA FREN ESTACIONAMIENTO Nº559#EL EPAC QUITADO ESTAOK
2302581,7066-CO_911-M2,FRE0112,"""""",4/26/2012 9:56,UT 911 M2 FRENO RETENCION NO MARCA PRESION EN MANOMETRO,FRENO NO MARCA PRESION,COMPROBAR AVERIA,24-4-12 JOSERRA#FRENO DE RETENCION NO MARCA 2B DE PRESION EN MAMOMETRO#SE COMPRUEBA VARIAS VECS Y NO SALE FALLO
8336935,7066-CO_917-M1,FRE09,T71,7/13/2022 7:32,M1-ERROR PRESIÓN OBJETIVO|HELBURUAREN PRESIO ERROREA,FALLO DE EPAC,SE CAMBIA,"ERROR PRESIÓN OBJETIVO|HELBURUAREN PRESIO ERROREA#					Limpiar válvula Tpil#					18 07 2022  LAURE###N/S RETIRADO  071#N/S COLOCADO  032"
2716726,7066-CO_915-R1,FRE01,"""""",4/8/2013 13:07,UT 915 R1 VALVULA DE FRENO ESTACIONAMIENTO EN FUGA,VALVULA DE FRENO ESTACIONAMIENTO EN FUGA,"SE DESMONTA, SE LIMPIA Y ENGRASA. SE PRUEBA","03.04.2013 LAURE#VALVULA DE FRENO ESTACIONAMIENTO EN FUGA##MAL ESTADO DE JUNTAS##SE DESMONTA, SE LIMPIA Y ENGRASA#SE PRUEBA"
7666598,7066-UT_906,FRE010403,T71,5/27/2021 12:51,UT 906 M1 R1 ANTIRRETORNOS SUSPENSION MAL,TRABAJAN MAL,SUSTITUCION Y REPARACION,""""""
9043209,7066-CO_912-M1,FRE010111,T70,9/13/2023 12:43,UT 912 M1 NO TRACCIONA PARA MOVER BAYPASS DE TRACCION,PRESOSTATO CABLE SULFATADO,SE REPARA,""""""
8818363,7066-UT_915,FRE0708,T62,5/3/2023 14:54,UT915 BOGIE 4 CORRUGADO CAJA CONEX ROTO Y SIRGA DESBLO. FRENO ES BOGIE 1 M1 ROTA,COMENTARIOS,COMENTARIOS,"<html>04/05/2023&nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp,JUANJO<div><br></div><div>SE CAMBIA SIRGA FRENO ESTAXCIONAMIENTO BOGIE 1/M1 IZQUIERDA</div><div>REPARAR CORRUGADO BOGIE 4 DERECHO</div><div>RECOLOCAR BRIDA INTERCOMUNICACION SUELTA</div></html>"
7333704,7066-CO_926-R1,FRE09,T71,10/27/2020 18:52,UT 926 R1 FALLO TB´S NO MUEVE EN MODO SOCORRO,LECTURA TB´S EPAC MAL,COMENTARIOS,"21/12/2020         JUANMARI###SE CAMBIA EPAC POR FALLO DE TB Y SE PASA OVERHAUL###QUITADO             13   05/12#COLOCADO        12   09/10#					VA CON NCR 451578"
8400104,7066-UT_909,FRE07,T79,8/24/2022 13:17,UT 909 M1 M2 AL ANULAR FRENO DE ESTACIONAMIENTO NO SALE EN HMI AL3205,INEXISTENTE,SE VERIFICA Y OK,""""""
8469479,7066-CO_907-M1,FRE0101,T79,10/7/2022 7:43,M1-Fuga antirretorno circuito freno TDP/TA_EQ1,INEXISTENTE,INEXISTENTE,Revisar antiretorno freno tdp
9889850,7066-CO_906-M1,FRE04,T70,12/18/2024 7:36,M1_EQ1-OT_US3203_EQ1 | Fuga antirretorno circuito freno TDP/TA_EQ1,AVERIADO,"NO HAY KIT DE MANTENIMIENTO, SE REPARA","<html><body>Revisar antiretorno freno tdp<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=906&startDT=2024-12-17T09:14:28.000Z&endDT=2024-12-17T09:16:28.000Z&templateId=176"" target=""_blank"">Link E&D</a></body></html>"
9870832,7066-CO_916-R1,FRE0101,T71,12/9/2024 8:12,UT916 R1 EPAC METE FRENO. FALLO Tpil,FALLO EPAC,CAMBIO,"<html>06.12.24<span style=""white-space:pre"">	</span>TITO / CARLOS<div>EPAC METE FRENO AL VOLVER DE LAVADERO.</div><div>FALLO Tpil, SUBE A EMERGENCIA EN OCASIONES</div><div>CAMBIO EPAC. SE PRUEBA. OK</div><div>NS MONTADO 022</div><div>NS RETIRADO 005</div></html>#					<html><p class=""MsoNormal"" style=""mso-margin-top-alt:auto,mso-margin-bottom-alt:auto""><b>REPI#EPAC: </b><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?ut=916&amp,startDT=2024-12-06T16:52:15.000Z&amp,endDT=2024-12-06T17:21:27.000Z&amp,templateId=193&amp,pc=ce1&amp,cc=ESK""><span style=""font-family:Roboto,color:#271968,background:white,text-decoration:none,#text-underline:none"">UT 916 - 6 dic 2024, 17:52:15</span></a><span style=""font-family:Roboto,color:black,background:white"">&nbsp,EPAC R1,&nbsp,<strong><span style=""font-family:Roboto,mso-bidi-font-family:Aptos"">NS005</span></strong>&nbsp,#METE EMERGENCIA POR FALLO EN LA LECTURA DE SEÑAL EMERGENCIA. REQUIERE CAMBIO DE#HIBRIDO DE LECTOR DE EMERGENCIA EN EL PROPIO EPAC SE MANADA A LEBARIO-AVERIA#DEL VIERNES TARDE EN LAVADERO/COMO INFORMACION</span><span style=""font-family:#Roboto,background:white""><o:p></o:p></span></p></html>"
8111998,7066-CO_901-R2,FRE010113,T71,2/25/2022 13:51,901 ANTIRETORNO R1,FALLA ANTI RETORNO,SUSTITUCION,""""""
7407171,7066-CO_917-M1,FRE0103,T70,12/14/2020 17:18,UT 917 M1 FRENO ESTACIONAMIENTO TARDA EN ACTUAR,SUCIEDAD,SE LIMPIA Y ENGRASA,""""""
6526936,7066-CO_919-R1,FRE0101,T79,5/24/2019 11:36,"UT919 R1 FALLO EPAC, AL 30K01",COMENTARIOS,OK,"27.05.2019	SARASOLA / ANTON#REGISTROS COSMOS: dia 15/05/2019 BYPASS TRACCION ACTIVADO Y FALLO 30K01 SIEMPRE ACTIVADO:#SE REVISAN REGISTROS CINEMATICOS Y SE APRECIA MICRO CORTE DEL LAZO DE TRACCION (<1Sg), EL CONDUCTOR ACTIVA BYPASS TRACCION Y SALEN ALARMAS DE 30K01 SIEMPRE ACTIVO. #POSTERIORMENTE NO HA HABIDO MAS FALLOS. FALLO PUNTUAL##"
6646032,7066-UT_902,FRE09,T71,8/8/2019 9:05,ROSMIMAN UT 902 ALARMA 3036 ERROR PRESION OBJETIVO,VER COMENTARIOS,SUSTITUCION,"09 08 2019 SARASOLA , LANDER###SE DESCARGAN REGISTROS #FALLO AL3036 R2#SE REALIZA PRUEBA EPAC (FALLA SEÑAL TB2 EN POSICION DE DERIVA)#CABLEADO OK #LA SEÑAL DE PILOTAJE NO ES CORRECTA #SE SUSTITUYE EPAC #N/S RETIRADO     013#N/S COLOCADO   038"
8877449,7066-CO_926-M1,FRE0101,T71,6/6/2023 15:56,UT926 M1 EPAC FALLO SEÑAL EMERGENCIA. FALLOS PUNTUALES,FALLO SEÑAL EMERGENCIA (PUNTUAL),CAMBIO EPAC,"<html>06.06.23<span style=""white-space:pre"">	</span>TITO<div>AL MOVER EL TREN EN ARASO FALLA SEÑAL DE EMERGENCIA EPAC M1 Y HAY QUE AISLARLO</div><div>AL RESETEAR EL TREN NO VUELVE A FALLAR. SE CAMBIA POR PRECAUCION</div><div>TAMBIEN HAY UNA OT PENDIENTE COMPROBAR TB2, QUIZAS FALLE</div><div>N.S. MONTADO 060</div><div>N.S. RETIRADO 004</div></html>"
9484778,7066-CO_904-R2,FRE0101,T79,5/22/2024 8:38,R2-OT_US3203_EQ1 Fuga antirretorno circuito freno TDP/TA_EQ1,INEXISTENTE,COMPROBACIONES,"<html><body>Revisar antiretorno freno tdp<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=904&startDT=2024-05-20T22:54:02.000Z&endDT=2024-05-21T00:54:02.000Z&templateId=176"" target=""_blank"">Link E&D</a></body></html>"
9664011,7066-UT_915,FRE0101,T70,8/28/2024 8:29,UT915 M2 y R2 -OT_US3203_EQ1 Fuga antirretorno circuito freno TDP/TA_EQ1,"FALLO ANTIRETORNOS, CAE TA CON TDP",CAMBIO KIT R2 Y COLOCAR MUELLE EN M2,"<html><body>Revisar antiretorno freno tdp<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=915&startDT=2024-08-26T18:24:33.000Z&endDT=2024-08-26T20:24:33.000Z&templateId=176"" target=""_blank"">Link E&D</a></body></html>"
